Subdivision,Total Living Area SqFt,Year Built,Bedrooms,Full Baths,Half Baths,Property Type,List Price,Sold Price,Acres,Approx Lot SqFt,Approximate Acres,Basement,Construction Type,Days On Market,Closing Date,Fireplace,Garage,HOA 1 Fees Required,Internet Listing,List Date,Master Bedroom 1st Floor,New Construction,Total Baths,Zip,Inside City,HOA Y/N,Elementary School 1,High School 1,Middle School 1,City,Restrictive Covenants
Brier Village,"1,856",2011,3,2,1,Attached,"$315,000","$358,000",0-.25 Acres,"3,484.80",0.08,No,Site Built,8,7/2/2021,0,2,Yes,Yes,5/24/2021,No,No,3,27703-8956,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,No
Woodcroft,"1,085",1984,2,2,0,Attached,"$220,000","$221,000",0-.25 Acres,"1,916.64",0.044,Yes,Site Built,0,7/2/2021,1,0,Yes,Yes,6/6/2021,Yes,No,2,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,373",2021,3,2,0,Detached,"$415,000","$455,000",0-.25 Acres,"8,712.00",0.2,No,Site Built,2,7/2/2021,1,2,,Yes,5/24/2021,Yes,No,2,27705,Yes,No,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,No
Creekside at Bethpage,"1,900",2020,3,3,0,Attached,"$408,037","$408,632",0-.25 Acres,"4,356.00",0.1,No,Site Built,0,7/2/2021,0,2,Yes,Yes,12/30/2020,Yes,Yes,3,27703,Yes,Yes,Durham - Pearsontown,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"2,690",2018,4,3,1,Detached,"$999,999","$1,000,000",0-.25 Acres,"5,662.80",0.13,No,Site Built,12,7/2/2021,1,2,,Yes,5/5/2021,No,No,4,27705,Yes,,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
Davis Park,"1,866",2007,3,3,1,Attached,"$325,000","$372,000",0-.25 Acres,"10,890.00",0.25,No,Site Built,7,7/2/2021,1,2,Yes,Yes,5/31/2021,No,No,4,27703,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Westfield Village,"1,697",1999,3,2,1,Detached,"$385,000","$385,000",0-.25 Acres,"5,662.80",0.13,No,Site Built,2,7/2/2021,1,2,Yes,Yes,6/30/2021,No,No,3,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Swanns Mill,"1,556",2012,2,2,1,Attached,"$204,900","$222,000",.26-.5 Acres,"1,263.24",0.029,No,Site Built,1,7/2/2021,1,0,Yes,Yes,5/26/2021,No,No,3,27704,No,Yes,Durham - Eno Valley,Durham - Northern,Durham - Lucas,Durham,No
Hope Valley Farms,"2,272",1996,4,2,1,Detached,"$360,000","$405,000",0-.25 Acres,"7,405.20",0.17,No,Site Built,11,7/2/2021,1,1,Yes,Yes,4/2/2021,No,No,3,27713,Yes,Yes,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,Yes
Woodcroft,"1,150",1985,2,2,0,Attached,"$210,000","$230,000",0-.25 Acres,"2,613.60",0.06,No,Site Built,2,7/2/2021,1,0,Yes,Yes,5/31/2021,Yes,No,2,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Hope Valley West,"3,797",1972,5,4,2,Detached,"$775,000","$852,000",.26-.5 Acres,"16,683.48",0.383,No,Site Built,2,7/2/2021,2,2,,Yes,6/11/2021,No,No,6,27707,Yes,No,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,Yes
Hope Valley Farms,"1,457",1998,3,2,1,Detached,"$350,000","$350,000",.51-.75 Acres,"24,393.60",0.56,No,Site Built,1,7/2/2021,1,2,Yes,Yes,7/1/2021,No,No,3,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Obriant Place,"1,128",2013,3,2,0,Detached,"$271,500","$301,500",0-.25 Acres,"6,534.00",0.15,No,Site Built,5,7/2/2021,0,0,,Yes,5/25/2021,Yes,No,2,27701,Yes,,Durham - Eastway,Durham - Northern,Durham - Brogden,Durham,No
Hope Valley Farms,"1,932",1995,3,2,1,Detached,"$355,000","$386,000",0-.25 Acres,"7,405.20",0.17,No,Site Built,4,7/2/2021,1,1,Yes,Yes,5/5/2021,No,No,3,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Pine Acres,984,1963,3,1,0,Detached,"$205,000","$230,000",.26-.5 Acres,"14,374.80",0.33,No,Site Built,4,7/2/2021,0,0,,Yes,5/22/2021,Yes,No,1,27707,Yes,,Durham - Fayetteville,Durham - Hillside,Durham - Githens,Durham,No
Not in a Subdivision,"1,474",1900,4,2,0,Detached,"$199,000","$197,000",0-.25 Acres,"3,789.72",0.087,No,Site Built,32,7/2/2021,0,0,,Yes,5/3/2021,Yes,No,2,27701,Yes,No,Durham - Y E Smith,Durham - The School for Creative Studies,Durham - Neal,Durham,Yes
Not in a Subdivision,"1,040",1950,2,1,0,Detached,"$279,000","$330,000",0-.25 Acres,"9,583.20",0.22,No,Site Built,3,7/2/2021,1,1,,Yes,6/10/2021,Yes,No,1,27704-4531,Yes,No,Durham - Glenn,Durham - Riverside,Durham - Carrington,Durham,No
The Park,"3,035",2004,4,3,0,Detached,"$380,000","$396,730",0-.25 Acres,"6,185.52",0.142,No,Site Built,6,7/2/2021,1,2,Yes,Yes,5/27/2021,No,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Pine Grove Park,"2,854",1951,4,3,0,Detached,"$235,000","$218,500",0-.25 Acres,"9,583.20",0.22,Yes,Site Built,126,7/2/2021,2,0,,Yes,12/19/2020,Yes,No,3,27701-4512,Yes,No,Durham - Burton,Durham - Hillside,Durham - Shepard,Durham,No
Magnolia Place,"2,048",2003,3,2,1,Detached,"$398,000","$398,000",0-.25 Acres,"7,187.40",0.165,No,Site Built,4,7/2/2021,1,2,Yes,Yes,5/13/2021,Yes,No,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Cardinal Lake,"1,431",2005,3,2,1,Detached,"$254,100","$263,000",.26-.5 Acres,"11,891.88",0.273,No,Site Built,4,7/2/2021,1,1,Yes,Yes,5/22/2021,No,No,3,27704,Yes,,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,Yes
Winsford at the Park,"1,820",2018,3,2,1,Attached,"$320,000","$366,000",0-.25 Acres,"3,484.80",0.08,No,Site Built,0,7/5/2021,0,2,Yes,Yes,5/6/2021,No,No,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"2,790",2007,3,2,1,Detached,"$699,000","$665,000",.26-.5 Acres,"13,939.20",0.32,No,Modular,109,7/6/2021,1,0,,Yes,2/24/2021,Yes,No,3,27701-1101,Yes,,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
Eden Lakes,"1,800",1973,3,2,0,Detached,"$275,000","$306,000",.26-.5 Acres,"21,344.40",0.49,No,Site Built,4,7/6/2021,1,0,,Yes,6/9/2021,Yes,No,2,27712,No,,Durham - Little River,Durham - Northern,Durham - Carrington,Durham,No
Winstead,"2,950",1997,4,3,1,Detached,"$475,000","$552,000",.26-.5 Acres,"20,037.60",0.46,No,Site Built,4,7/6/2021,2,2,Yes,Yes,5/30/2021,No,No,4,27705,Yes,Yes,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,Yes
Landon Farms,"2,119",2007,4,2,1,Detached,"$285,000","$330,000",0-.25 Acres,"8,712.00",0.2,No,Site Built,2,7/6/2021,1,2,Yes,Yes,6/11/2021,Yes,No,3,27704,Yes,,Durham - Glenn,Durham - Southern,Durham - Neal,Durham,Yes
Woodcroft,"1,068",1984,2,2,0,Attached,"$190,000","$216,500",0-.25 Acres,"4,356.00",0.1,No,Site Built,4,7/6/2021,1,0,Yes,Yes,4/29/2021,Yes,No,2,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Highland Park,"1,732",2021,3,2,1,Attached,"$297,205","$294,575",0-.25 Acres,"2,178.00",0.05,No,Site Built,0,7/6/2021,0,1,Yes,Yes,12/7/2020,No,Yes,3,27713,Yes,Yes,Durham - Southwest,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Trappers Creek,"2,850",1983,4,2,1,Detached,"$450,000","$467,000",.51-.75 Acres,"30,666.24",0.704,No,Site Built,4,7/6/2021,2,2,Yes,Yes,6/1/2021,No,No,3,27712,Yes,Yes,Durham - Easley,Durham - Riverside,Durham - Carrington,Durham,No
Woodcroft,"1,090",1984,2,2,0,Attached,"$189,000","$232,500",0-.25 Acres,"2,178.00",0.05,No,Site Built,3,7/6/2021,1,0,Yes,Yes,6/4/2021,Yes,No,2,27713-9372,Yes,,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Cardinal Lake,"2,458",2012,4,2,1,Detached,"$350,000","$355,000",0-.25 Acres,"8,712.00",0.2,No,Site Built,3,7/6/2021,1,2,Yes,Yes,5/3/2021,No,No,3,27704,Yes,Yes,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,Yes
Eastway,"1,158",2012,3,2,0,Detached,"$239,990","$250,000",0-.25 Acres,"8,189.28",0.188,No,Site Built,4,7/6/2021,0,0,,Yes,5/9/2021,Yes,No,2,27703,Yes,No,Durham - Eastway,Durham - Northern,Durham - Brogden,Durham,No
Meadows at Southpoint,"2,807",2016,4,3,1,Attached,"$450,000","$450,000",0-.25 Acres,"4,791.60",0.11,No,Site Built,3,7/6/2021,1,2,Yes,Yes,6/3/2021,Yes,No,4,27713-2555,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Grove Park,"1,647",2001,3,2,1,Detached,"$290,000","$326,000",0-.25 Acres,"9,583.20",0.22,No,Site Built,4,7/6/2021,1,2,Yes,Yes,5/20/2021,No,No,3,27703,Yes,Yes,Durham - Oakgrove,Durham - Southern,Durham - Neal,Durham,Yes
The Hills at Southpoint,"3,035",2016,4,3,1,Detached,"$629,000","$645,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,3,7/7/2021,1,2,Yes,Yes,4/27/2021,Yes,No,4,27713,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Highland Park,"1,957",2020,3,2,1,Attached,"$299,735","$299,735",0-.25 Acres,"3,049.20",0.07,No,Site Built,0,7/7/2021,0,1,Yes,Yes,10/14/2020,No,Yes,3,27713,Yes,Yes,Durham - Southwest,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Orchard Ridge,"2,483",2013,4,3,1,Detached,"$382,900","$420,000",0-.25 Acres,"5,183.64",0.119,No,Site Built,6,7/7/2021,1,2,Yes,Yes,5/29/2021,No,No,4,27703,Yes,,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Scarsdale,"1,805",1984,3,2,1,Detached,"$350,000","$378,000",.26-.5 Acres,"15,071.76",0.346,No,Site Built,4,7/7/2021,1,0,,Yes,6/2/2021,No,No,3,27705,Yes,,Durham - Holt,Durham - Riverside,Durham - Carrington,Durham,No
Bradbury,"2,761",2004,4,2,1,Detached,"$410,000","$410,000",0-.25 Acres,"7,405.20",0.17,No,Site Built,5,7/7/2021,1,2,Yes,Yes,6/11/2021,No,No,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Pine Valley,"2,030",1967,4,3,0,Detached,"$300,000","$332,000",.51-.75 Acres,"23,522.40",0.54,No,Site Built,2,7/7/2021,0,2,No,Yes,5/20/2021,No,No,3,27712,Yes,,Durham - Eno Valley,Durham - Northern,Durham - Carrington,Durham,No
Woodcroft,"1,075",1984,2,2,0,Attached,"$190,000","$228,000",0-.25 Acres,"1,873.08",0.043,No,Site Built,2,7/7/2021,1,0,Yes,Yes,6/1/2021,Yes,No,2,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Whispering Pines,"1,490",1971,3,2,0,Detached,"$275,000","$280,500",.26-.5 Acres,"16,117.20",0.37,No,Site Built,50,7/7/2021,0,0,,Yes,3/25/2021,Yes,No,2,27705,Yes,,Orange - New Hope,Orange - Cedar Ridge,Orange - A L Stanback,Durham,Yes
Not in a Subdivision,"1,575",2021,3,2,1,Detached,"$360,000","$360,000",.26-.5 Acres,"16,509.24",0.379,No,Site Built,0,7/7/2021,1,0,,Yes,5/23/2021,No,Yes,3,27703,Yes,No,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,No
Not in a Subdivision,"1,200",2021,2,2,1,Detached,"$393,000","$393,000",0-.25 Acres,"2,047.32",0.047,No,Site Built,0,7/7/2021,1,0,,Yes,5/4/2021,No,Yes,3,27701,Yes,,Durham - Eastway,Durham - Northern,Durham - Lucas,Durham,No
Bradbury,"2,529",2006,4,2,1,Detached,"$395,000","$395,000",0-.25 Acres,"5,183.64",0.119,No,Site Built,2,7/7/2021,1,2,Yes,Yes,5/17/2021,No,No,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Patterson Glen,"2,204",2007,3,2,1,Attached,"$415,000","$392,000",0-.25 Acres,"4,356.00",0.1,No,Site Built,9,7/7/2021,1,1,Yes,Yes,5/17/2021,Yes,No,3,27707,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Grove Park,"2,468",1997,4,2,1,Detached,"$385,000","$405,000",.26-.5 Acres,"11,325.60",0.26,No,Site Built,4,7/7/2021,1,2,Yes,Yes,5/27/2021,No,No,3,27703,Yes,Yes,Durham - Oakgrove,Durham - Southern,Durham - Neal,Durham,Yes
Thompson Ridge,"1,535",2014,3,2,1,Attached,"$285,000","$328,000",0-.25 Acres,"1,306.80",0.03,No,Site Built,3,7/7/2021,0,0,Yes,Yes,5/11/2021,No,No,3,27705,Yes,Yes,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,Yes
Woodlands,"1,935",1987,4,2,1,Detached,"$340,000","$386,000",.26-.5 Acres,"16,117.20",0.37,No,Site Built,2,7/7/2021,0,2,,Yes,6/4/2021,No,No,3,27713,Yes,,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Brightleaf,"3,212",2014,4,3,1,Detached,"$475,000","$555,000",0-.25 Acres,"9,713.88",0.223,No,Site Built,3,7/7/2021,1,2,Yes,Yes,5/14/2021,Yes,No,4,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Trinity Park,"1,420",1956,3,2,0,Detached,"$550,000","$515,000",0-.25 Acres,"7,797.24",0.179,Yes,Site Built,8,7/7/2021,1,0,,Yes,5/20/2021,Yes,No,2,27701,Yes,No,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
Swanns Mill,"1,904",2006,3,2,1,Detached,"$298,500","$310,000",0-.25 Acres,"7,100.28",0.163,No,Site Built,4,7/8/2021,1,2,Yes,Yes,6/4/2021,No,No,3,27704,Yes,Yes,Durham - Eno Valley,Durham - Northern,Durham - Lucas,Durham,Yes
Chancellors Ridge,"2,499",2001,4,2,1,Detached,"$450,000","$485,000",0-.25 Acres,"7,405.20",0.17,No,Site Built,2,7/8/2021,1,2,Yes,Yes,6/4/2021,Yes,No,3,27713-6068,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Penrith,"1,242",1996,3,2,0,Detached,"$243,000","$285,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,3,7/8/2021,1,1,,Yes,6/1/2021,Yes,No,2,27713,Yes,No,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Auburn Hills,"2,459",2003,3,2,1,Detached,"$394,900","$420,000",0-.25 Acres,"8,276.40",0.19,No,Site Built,3,7/8/2021,1,2,Yes,Yes,6/11/2021,No,No,3,27713,Yes,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Mossdale,955,1947,2,1,0,Detached,"$175,000","$175,000",.26-.5 Acres,"18,992.16",0.436,No,Site Built,110,7/8/2021,2,0,,Yes,1/26/2019,Yes,No,1,27707,Yes,No,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,No
Penrith,"1,203",1997,3,2,0,Detached,"$250,000","$320,000",.26-.5 Acres,"21,344.40",0.49,No,Modular,2,7/8/2021,1,0,,Yes,6/10/2021,Yes,No,2,27713,Yes,,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Five Oaks,"1,481",1974,2,2,1,Condo,"$230,000","$262,000",0-.25 Acres,"2,178.00",0.05,No,Site Built,0,7/8/2021,1,0,Yes,Yes,6/3/2021,No,No,3,27707,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,706",1956,3,2,0,Detached,"$445,000","$485,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,0,7/8/2021,1,1,,Yes,6/5/2021,Yes,No,2,27701,Yes,No,Durham - E.K. Powe,Durham - Riverside,Durham - Brogden,Durham,No
Colonial Village,"1,094",1943,3,1,0,Detached,"$250,000","$302,000",0-.25 Acres,"7,405.20",0.17,No,Site Built,3,7/8/2021,1,0,,Yes,6/10/2021,Yes,No,1,27704,Yes,No,Durham - Glenn,Durham - Northern,Durham - Carrington,Durham,Yes
Walden Pond,"1,432",1982,2,1,1,Attached,"$170,000","$185,000",0-.25 Acres,"1,437.48",0.033,Yes,Site Built,3,7/8/2021,0,0,Yes,Yes,6/4/2021,No,No,2,27705,Yes,Yes,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,Yes
Not in a Subdivision,"2,788",1971,3,3,0,Detached,"$308,000","$353,000",1-2.9 Acres,"50,094.00",1.15,Yes,Site Built,4,7/8/2021,2,2,,Yes,4/9/2021,Yes,No,3,27704,No,,Durham - Holt,Durham - Southern,Durham - Neal,Durham,No
Hope Valley Farms,"1,110",2006,2,2,1,Attached,"$237,500","$260,000",0-.25 Acres,"1,089.00",0.025,No,Site Built,5,7/8/2021,1,0,Yes,Yes,5/24/2021,No,No,3,27713,Yes,Yes,Durham - Southwest,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,140",1958,3,1,0,Detached,"$190,000","$210,000",.26-.5 Acres,"19,602.00",0.45,No,Site Built,6,7/8/2021,0,0,,Yes,5/20/2021,Yes,No,1,27704,No,No,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,No
Not in a Subdivision,"2,609",1965,3,3,0,Detached,"$360,000","$390,000",3-5.9 Acres,"171,974.88",3.948,Yes,Site Built,5,7/8/2021,2,2,,Yes,5/22/2021,Yes,No,3,27704-9477,No,,Durham - Glenn,Durham - Southern,Durham - Neal,Durham,No
Carolina Arbors,"2,110",2014,3,3,0,Detached,"$415,000","$450,000",0-.25 Acres,"5,140.08",0.118,No,Site Built,0,7/8/2021,0,2,Yes,Yes,6/14/2021,Yes,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Whitehall,"2,634",2000,5,2,1,Detached,"$475,000","$589,000",.26-.5 Acres,"14,549.04",0.334,No,Site Built,2,7/8/2021,1,2,,Yes,6/11/2021,Yes,No,3,27705,Yes,,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,No
Chancellors Ridge,"2,053",2002,3,2,1,Detached,"$395,000","$499,000",0-.25 Acres,"9,408.96",0.216,No,Site Built,2,7/8/2021,1,2,Yes,Yes,6/7/2021,No,No,3,27713,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Rustica Oaks,"2,231",2018,3,2,1,Detached,"$365,000","$425,000",0-.25 Acres,"6,185.52",0.142,No,Site Built,3,7/8/2021,1,2,Yes,Yes,5/19/2021,No,No,3,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"1,950",2021,4,2,1,Detached,"$449,000","$449,000",.26-.5 Acres,"16,117.20",0.37,No,Site Built,0,7/8/2021,0,1,,Yes,4/23/2021,No,Yes,3,27707,Yes,No,Durham - Lakewood,Durham - Jordan,Durham - Githens,Durham,No
Alexander Crossing,"2,049",2004,3,2,1,Detached,"$338,100","$355,000",0-.25 Acres,"9,844.56",0.226,No,Site Built,4,7/8/2021,1,2,Yes,Yes,5/15/2021,No,No,3,27703,Yes,,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Walden Pond,"1,040",1982,2,1,1,Attached,"$170,000","$170,000",0-.25 Acres,"1,742.40",0.04,No,Site Built,3,7/8/2021,0,0,Yes,Yes,6/11/2021,No,No,2,27705,Yes,Yes,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,Yes
Horton Hills,"1,531",2001,3,2,0,Detached,"$302,900","$295,000",0-.25 Acres,"6,403.32",0.147,No,Site Built,1,7/8/2021,1,1,Yes,Yes,6/14/2021,Yes,No,2,27704,Yes,,Durham - Holt,Durham - Riverside,Durham - Brogden,Durham,Yes
Ellis Crossing,"2,229",2021,4,3,1,Attached,"$357,020","$359,050",0-.25 Acres,"2,613.60",0.06,No,Site Built,0,7/8/2021,0,2,Yes,Yes,1/1/2021,No,Yes,4,27703,Yes,Yes,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Not in a Subdivision,"1,457",2021,3,2,1,Detached,"$324,000","$330,000",0-.25 Acres,"4,791.60",0.11,No,Site Built,0,7/8/2021,1,0,,Yes,5/19/2021,Yes,Yes,3,27707,Yes,No,Durham - Fayetteville,Durham - Hillside,Durham - Githens,Durham,No
Wyndcross,"2,653",1998,4,2,1,Detached,"$400,000","$470,000",0-.25 Acres,"9,147.60",0.21,No,Site Built,6,7/8/2021,1,2,Yes,Yes,5/20/2021,No,No,3,27713,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Carriage Hill,"3,406",2001,5,3,1,Detached,"$545,000","$616,000",.51-.75 Acres,"24,393.60",0.56,No,Site Built,4,7/8/2021,1,2,Yes,Yes,6/16/2021,No,No,4,27707,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Highland Park,"1,817",2020,3,2,1,Attached,"$277,180","$277,180",0-.25 Acres,"2,178.00",0.05,No,Site Built,0,7/8/2021,0,1,Yes,Yes,10/26/2020,No,Yes,3,27713,Yes,Yes,Durham - Southwest,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Royal Troon,"2,435",2001,3,3,0,Attached,"$375,000","$400,000",0-.25 Acres,"5,837.04",0.134,No,Site Built,7,7/8/2021,1,2,Yes,Yes,6/4/2021,Yes,No,3,27712,Yes,Yes,Durham - Easley,Durham - Riverside,Durham - Carrington,Durham,Yes
The Landing at Southpoint,"2,565",2021,3,4,0,Attached,"$529,000","$551,100",0-.25 Acres,0.00,0.0,No,Site Built,0,7/8/2021,1,1,Yes,Yes,7/14/2020,No,Yes,4,27707,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Jordan at Southpoint,"2,876",2017,5,3,0,Detached,"$575,000","$605,000",.26-.5 Acres,"12,632.40",0.29,No,Site Built,2,7/8/2021,1,2,Yes,Yes,6/7/2021,Yes,No,3,27713-5849,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,716",1955,5,2,1,Detached,"$210,000","$195,300",0-.25 Acres,"6,098.40",0.14,No,Site Built,0,7/8/2021,1,1,,Yes,6/20/2021,Yes,No,3,27707-3221,Yes,No,Durham - Spaulding,Durham - Hillside,Durham - Githens,Durham,No
Southpoint Trails,"2,665",2016,3,3,1,Attached,"$449,900","$449,900",0-.25 Acres,"2,657.16",0.061,No,Site Built,3,7/9/2021,1,2,Yes,Yes,5/28/2021,Yes,No,4,27713,Yes,Yes,Durham - Creekside,Durham - Jordan,Durham - Githens,Durham,Yes
Not in a Subdivision,"1,727",1976,3,3,0,Detached,"$330,000","$322,000",.76-.99 Acres,"38,768.40",0.89,No,Site Built,19,7/9/2021,1,2,,Yes,5/19/2021,Yes,No,3,27712,Yes,,Durham - Hillandale,Durham - Riverside,Durham - Brogden,Durham,No
Enclave,"1,916",2021,3,3,0,Detached,"$376,660","$375,510",0-.25 Acres,"4,791.60",0.11,No,Site Built,0,7/9/2021,0,2,Yes,Yes,11/24/2020,Yes,Yes,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Cloisters at Auburn,"2,085",2013,3,2,1,Attached,"$337,000","$346,000",0-.25 Acres,"2,178.00",0.05,Yes,Site Built,26,7/9/2021,0,2,Yes,Yes,4/28/2021,No,No,3,27713-6183,No,Yes,Durham - Parkwood,Durham - Hillside,Durham - Lowes Grove,Durham,Yes
Independence Park,"2,132",2005,3,2,1,Detached,"$315,000","$380,000",0-.25 Acres,"9,147.60",0.21,No,Site Built,2,7/9/2021,1,2,Yes,Yes,6/15/2021,No,No,3,27704,Yes,Yes,Durham - Eno Valley,Durham - Northern,Durham - Lucas,Durham,Yes
Not in a Subdivision,"1,124",2021,2,2,0,Detached,"$334,900","$334,900",0-.25 Acres,"6,098.40",0.14,No,Site Built,0,7/9/2021,0,0,,Yes,4/21/2021,No,Yes,2,27707,Yes,No,Durham - Bethesda,Durham - Hillside,Durham - Lowes Grove,Durham,No
Not in a Subdivision,"1,333",1945,3,2,0,Detached,"$539,000","$520,000",0-.25 Acres,"8,276.40",0.19,No,Site Built,3,7/9/2021,1,2,,Yes,6/3/2021,Yes,No,2,27704,Yes,No,Durham - Glenn,Durham - Riverside,Durham - Brogden,Durham,No
Brightleaf,"2,575",2010,4,3,0,Detached,"$379,500","$438,800",0-.25 Acres,"6,098.40",0.14,Yes,Site Built,0,7/9/2021,1,2,Yes,Yes,5/17/2021,Yes,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Brightleaf,"1,625",2017,3,2,1,Attached,"$299,999","$325,000",0-.25 Acres,"2,613.60",0.06,No,Site Built,3,7/9/2021,1,1,Yes,Yes,6/3/2021,No,No,3,27703,Yes,Yes,Durham - Spring Valley,Durham - Southern,Durham - Neal,Durham,Yes
Cresset Overlook,"3,619",2019,3,3,1,Detached,"$700,000","$725,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,0,7/9/2021,1,2,Yes,Yes,3/31/2021,No,Yes,4,27707,Yes,Yes,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,Yes
Windsor Commons,"2,613",2007,3,2,1,Attached,"$625,000","$725,000",0-.25 Acres,"3,484.80",0.08,Yes,Site Built,5,7/9/2021,1,2,Yes,Yes,6/8/2021,Yes,No,3,27707,Yes,Yes,Durham - Hope Valley,Durham - Jordan,Durham - Githens,Durham,Yes
Beech Hill,"1,695",1984,3,3,0,Attached,"$250,000","$262,000",0-.25 Acres,"2,613.60",0.06,No,Site Built,2,7/9/2021,1,0,Yes,Yes,6/14/2021,No,No,3,27705,Yes,Yes,Durham - Forest View,Durham - Jordan,Durham - Githens,Durham,Yes
Milan Woods,"1,246",1991,3,2,0,Detached,"$235,000","$266,000",0-.25 Acres,"10,018.80",0.23,No,Site Built,4,7/9/2021,1,0,Yes,Yes,6/9/2021,Yes,No,2,27704,Yes,Yes,Durham - Merrick-Moore,Durham - Southern,Durham - Neal,Durham,Yes
